null_id,H0_max_persistence,H1_max_persistence,H2_max_persistence,H0_obs_exceed,H0_empirical_p,H1_obs_exceed,H1_empirical_p,H2_obs_exceed,H2_empirical_p,feature_set
0,0.48610275983810425,0.19884023070335388,0.12651067972183228,0.30740562081336975,1.0,0.7075445652008057,0.3333333333333333,0.38345885276794434,0.3333333333333333,intrinsic
1,0.4841509163379669,0.209468811750412,0.14983922243118286,0.30740562081336975,1.0,0.7075445652008057,0.3333333333333333,0.38345885276794434,0.3333333333333333,intrinsic
