resample,feature_set,H0_max_persistence,H1_max_persistence,H2_max_persistence
0,intrinsic,0.30740562081336975,0.7075445652008057,0.38345885276794434
1,intrinsic,0.30740562081336975,0.7075445652008057,0.38345885276794434
