scalar,rank_observed_abs_spearman,rank_null_mean_abs_spearman,rank_null_95pct,rank_label_permutation_p
pc1,0.10242696261180326,0.013792656499517738,0.024296294910688937,0.3333333333333333
pc2,0.12651393030326874,0.07108522965136066,0.07745967360113777,0.3333333333333333
pc3,0.08986732945839625,0.08037591718949735,0.11441596403061483,0.6666666666666666
graph_eccentricity,0.44294324663172624,0.045019803017531564,0.0762727223225046,0.3333333333333333
diffusion1,0.11338079791911256,0.028990386114370964,0.04615235059454013,0.3333333333333333
