label
110001 a 2 110001 a 1
110001 a 1 110001 a 2
110001 b 1 110001 b 1
110002 a 1 110002 a 1
110004 b 1 110004 a 1
110004 a 1 110004 b 1
110005 c 2 110005 a 1
110005 c 1 110005 a 2
110005 a 4 110005 b 1
110005 a 2 110005 b 2
110005 a 1 110005 b 3
110005 a 3 110005 b 4
110005 b 2 110005 c 1
110005 b 1 110005 c 2
110006 a 1 110006 a 1
110009 a 1 110009 a 1
110010 b 1 110010 a 1
110010 a 2 110010 b 1
110010 a 1 110010 b 2
110010 c 1 110010 c 1
110010 d 2 110010 d 1
110010 d 1 110010 d 2
110010 e 4 110010 e 1
110010 e 3 110010 e 2
110010 e 2 110010 e 3
110010 e 1 110010 e 4
110010 f 2 110010 f 1
110010 f 1 110010 f 2
110010 k 1 110010 g 1
110010 h 4 110010 h 1
110010 h 2 110010 h 2
110010 h 1 110010 h 3
110010 h 3 110010 h 4
110010 j 2 110010 i 1
110010 j 1 110010 i 2
110010 g 1 110010 j 1
110010 i 1 110010 k 1
110010 m 1 110010 l 1
110010 l 2 110010 m 1
110010 l 1 110010 m 2
110010 n 2 110010 n 1
110010 n 1 110010 n 2
110010 o 2 110010 o 1
110010 o 1 110010 o 2
110010 q 1 110010 p 1
110010 r 4 110010 q 1
110010 r 3 110010 q 2
110010 r 2 110010 q 3
110010 r 1 110010 q 4
110010 p 2 110010 r 1
110010 p 1 110010 r 2
110010 s 2 110010 s 1
110010 s 1 110010 s 2
110010 t 1 110010 t 1
110011 b 1 110011 a 1
110011 e 1 110011 b 1
110011 d 2 110011 c 1
110011 d 1 110011 c 2
110011 c 1 110011 d 1
110011 a 1 110011 e 1
110013 a 1 110013 a 1
110013 b 1 110013 b 1
110014 b 1 110014 a 1
110014 a 1 110014 b 1
110016 u 1 110016 a 1
110016 f 1 110016 b 1
110016 bk 2 110016 ba 1
110016 bk 1 110016 ba 2
110016 q 1 110016 bb 1
110016 bh 2 110016 bc 1
110016 bh 1 110016 bc 2
110016 bi 1 110016 bd 1
110016 j 1 110016 be 1
110016 bj 1 110016 bf 1
110016 n 2 110016 bg 1
110016 n 1 110016 bg 2
110016 z 1 110016 bh 1
110016 d 1 110016 bi 1
110016 bg 2 110016 bj 1
110016 bg 1 110016 bj 2
110016 bq 1 110016 bk 1
110016 p 1 110016 bl 1
110016 bp 1 110016 bm 1
110016 o 2 110016 bn 1
110016 o 1 110016 bn 2
110016 i 1 110016 bo 1
110016 r 2 110016 bp 1
110016 r 1 110016 bp 2
110016 b 1 110016 bq 1
110016 e 1 110016 br 1
110016 c 1 110016 c 1
110016 bm 1 110016 d 1
110016 t 4 110016 e 1
110016 t 3 110016 e 2
110016 t 2 110016 e 3
110016 t 1 110016 e 4
110016 k 1 110016 f 1
110016 l 2 110016 g 1
110016 l 1 110016 g 2
110016 a 1 110016 h 1
110016 be 1 110016 i 1
110016 s 2 110016 j 1
110016 s 1 110016 j 2
110016 br 1 110016 k 1
110016 bl 4 110016 l 1
110016 bl 3 110016 l 2
110016 bl 2 110016 l 3
110016 bl 1 110016 l 4
110016 m 1 110016 m 1
110016 bo 1 110016 n 1
110016 y 2 110016 o 1
110016 y 1 110016 o 2
110016 x 1 110016 p 1
110016 bc 1 110016 q 1
110016 bd 2 110016 r 1
110016 bd 1 110016 r 2
110016 bn 1 110016 s 1
110016 bf 1 110016 t 1
110016 w 2 110016 u 1
110016 w 1 110016 u 2
110016 v 1 110016 v 1
110016 ba 1 110016 w 1
110016 bb 2 110016 x 1
110016 bb 1 110016 x 2
110016 g 1 110016 y 1
110016 h 1 110016 z 1
110017 a 1 110017 a 1
110018 a 1 110018 a 1
110019 m 1 110019 a 1
110019 h 1 110019 b 1
110019 h 2 110019 b 2
110019 f 2 110019 c 1
110019 f 1 110019 c 2
110019 a 1 110019 d 1
110019 e 2 110019 e 1
110019 e 1 110019 e 2
110019 b 2 110019 f 1
110019 b 1 110019 f 2
110019 c 1 110019 g 1
110019 d 4 110019 h 1
110019 d 2 110019 h 2
110019 d 1 110019 h 3
110019 d 3 110019 h 4
110019 g 1 110019 i 1
110019 g 2 110019 i 2
110019 v 4 110019 j 1
110019 v 2 110019 j 2
110019 v 3 110019 j 3
110019 v 1 110019 j 4
110019 u 2 110019 k 1
110019 u 1 110019 k 2
110019 t 2 110019 l 1
110019 t 1 110019 l 2
110019 y 1 110019 m 1
110019 j 1 110019 n 1
110019 o 3 110019 o 1
110019 o 1 110019 o 2
110019 o 2 110019 o 3
110019 p 3 110019 p 1
110019 p 2 110019 p 2
110019 p 1 110019 p 3
110019 l 1 110019 q 1
110019 n 4 110019 r 1
110019 n 2 110019 r 2
110019 n 3 110019 r 3
110019 n 1 110019 r 4
110019 k 1 110019 s 1
110019 r 1 110019 t 1
110019 x 4 110019 u 1
110019 x 2 110019 u 2
110019 x 1 110019 u 3
110019 x 3 110019 u 4
110019 q 1 110019 v 1
110019 q 2 110019 v 2
110019 s 4 110019 w 1
110019 s 3 110019 w 2
110019 s 2 110019 w 3
110019 s 1 110019 w 4
110019 i 1 110019 x 1
110019 w 1 110019 y 1
110021 a 1 110021 a 1
110022 a 1 110022 a 1
110022 b 2 110022 b 1
110022 b 1 110022 b 2
110022 c 1 110022 c 1
110022 c 2 110022 c 2
110024 a 1 110024 a 1
110025 e 1 110025 a 1
110025 h 1 110025 b 1
110025 d 1 110025 c 1
110025 j 1 110025 d 1
110025 i 1 110025 e 1
110025 c 1 110025 f 1
110025 a 1 110025 g 1
110025 b 1 110025 h 1
110025 f 1 110025 i 1
110025 g 1 110025 j 1
110026 c 1 110026 a 1
110026 b 1 110026 b 1
110026 a 1 110026 c 1
110026 d 1 110026 d 1
110026 g 1 110026 e 1
110026 e 1 110026 f 1
110026 f 1 110026 g 1
110032 s 1 110032 a 1
110032 n 1 110032 b 1
110032 m 1 110032 c 1
110032 l 1 110032 d 1
110032 b 1 110032 e 1
110032 q 3 110032 f 1
110032 q 2 110032 f 2
110032 q 1 110032 f 3
110032 k 1 110032 g 1
110032 g 1 110032 h 1
110032 g 2 110032 h 2
110032 d 2 110032 i 1
110032 d 1 110032 i 2
110032 h 1 110032 j 1
110032 p 2 110032 k 1
110032 p 1 110032 k 2
110032 f 1 110032 l 1
110032 c 2 110032 m 1
110032 c 1 110032 m 2
110032 e 1 110032 n 1
110032 e 2 110032 n 2
110032 j 1 110032 o 1
110032 i 1 110032 p 1
110032 a 1 110032 q 1
110032 o 2 110032 r 1
110032 o 1 110032 r 2
110032 r 1 110032 s 1
110033 b 1 110033 a 1
110033 c 2 110033 b 1
110033 c 1 110033 b 2
110033 a 1 110033 c 1
110034 f 1 110034 a 1
110034 b 1 110034 b 1
110034 c 1 110034 c 1
110034 a 1 110034 d 1
110034 g 2 110034 e 1
110034 g 1 110034 e 2
110034 i 1 110034 f 1
110034 h 1 110034 g 1
110034 j 1 110034 h 1
110034 e 1 110034 i 1
110034 d 1 110034 j 1
110034 n 1 110034 k 1
110034 m 1 110034 l 1
110034 r 1 110034 m 1
110034 o 1 110034 n 1
110034 q 1 110034 o 1
110034 k 1 110034 p 1
110034 p 1 110034 q 1
110034 l 1 110034 r 1
110035 b 1 110035 a 1
110035 b 2 110035 a 2
110035 a 1 110035 b 1
110035 a 2 110035 b 2
110037 b 1 110037 a 1
110037 c 1 110037 b 1
110037 a 1 110037 c 1
110037 d 1 110037 d 1
110037 e 1 110037 e 1
110038 a 1 110038 a 1
110038 b 1 110038 b 1
110038 c 2 110038 c 1
110038 c 1 110038 c 2
110040 a 1 110040 a 1
110040 s 2 110040 b 1
110040 s 1 110040 b 2
110040 q 1 110040 ba 1
110040 q 2 110040 ba 2
110040 p 1 110040 bb 1
110040 p 2 110040 bb 2
110040 o 1 110040 bc 1
110040 bd 4 110040 bd 1
110040 bd 3 110040 bd 2
110040 bd 2 110040 bd 3
110040 bd 1 110040 bd 4
110040 t 2 110040 c 1
110040 t 1 110040 c 2
110040 u 1 110040 d 1
110040 u 2 110040 d 2
110040 w 4 110040 e 1
110040 w 2 110040 e 2
110040 w 3 110040 e 3
110040 w 1 110040 e 4
110040 v 1 110040 f 1
110040 b 1 110040 g 1
110040 b 2 110040 g 2
110040 d 2 110040 h 1
110040 d 1 110040 h 2
110040 c 1 110040 i 1
110040 c 2 110040 i 2
110040 e 1 110040 j 1
110040 x 4 110040 k 1
110040 x 2 110040 k 2
110040 x 3 110040 k 3
110040 x 1 110040 k 4
110040 f 1 110040 l 1
110040 j 1 110040 m 1
110040 i 1 110040 n 1
110040 i 2 110040 n 2
110040 h 4 110040 o 1
110040 h 2 110040 o 2
110040 h 1 110040 o 3
110040 h 3 110040 o 4
110040 g 4 110040 p 1
110040 g 3 110040 p 2
110040 g 2 110040 p 3
110040 g 1 110040 p 4
110040 m 2 110040 q 1
110040 m 1 110040 q 2
110040 y 2 110040 r 1
110040 y 1 110040 r 2
110040 l 2 110040 s 1
110040 l 1 110040 s 2
110040 k 1 110040 t 1
110040 k 2 110040 t 2
110040 z 1 110040 u 1
110040 z 2 110040 u 2
110040 ba 2 110040 v 1
110040 ba 1 110040 v 2
110040 n 1 110040 w 1
110040 n 2 110040 w 2
110040 bc 1 110040 x 1
110040 bb 4 110040 y 1
110040 bb 3 110040 y 2
110040 bb 2 110040 y 3
110040 bb 1 110040 y 4
110040 r 1 110040 z 1
110043 a 1 110043 a 1
110044 b 1 110044 a 1
110044 a 1 110044 b 1
110044 c 1 110044 c 1
110048 d 1 110048 a 1
110048 c 1 110048 b 1
110048 f 4 110048 c 1
110048 f 3 110048 c 2
110048 f 1 110048 c 3
110048 f 2 110048 c 4
110048 b 4 110048 d 1
110048 b 3 110048 d 2
110048 b 1 110048 d 3
110048 b 2 110048 d 4
110048 e 1 110048 e 1
110048 a 1 110048 f 1
110048 g 1 110048 g 1
110048 h 1 110048 h 1
110050 b 2 110050 a 1
110050 b 1 110050 a 2
110050 d 1 110050 b 1
110050 d 2 110050 b 2
110050 a 2 110050 c 1
110050 a 1 110050 c 2
110050 c 2 110050 d 1
110050 c 1 110050 d 2
110050 i 2 110050 e 1
110050 i 1 110050 e 2
110050 g 2 110050 f 1
110050 g 1 110050 f 2
110050 e 2 110050 g 1
110050 e 1 110050 g 2
110050 f 2 110050 h 1
110050 f 1 110050 h 2
110050 h 1 110050 i 1
110050 h 2 110050 i 2
110051 a 1 110051 a 1
110052 b 1 110052 a 1
110052 a 1 110052 b 1
110054 a 1 110054 a 1
110055 h 1 110055 a 1
110055 l 1 110055 b 1
110055 k 1 110055 c 1
110055 r 1 110055 d 1
110055 s 1 110055 e 1
110055 q 1 110055 f 1
110055 d 1 110055 g 1
110055 c 4 110055 h 1
110055 c 2 110055 h 2
110055 c 1 110055 h 3
110055 c 3 110055 h 4
110055 b 4 110055 i 1
110055 b 2 110055 i 2
110055 b 1 110055 i 3
110055 b 3 110055 i 4
110055 i 1 110055 j 1
110055 e 1 110055 k 1
110055 m 1 110055 l 1
110055 o 1 110055 m 1
110055 n 2 110055 n 1
110055 n 1 110055 n 2
110055 a 2 110055 o 1
110055 a 1 110055 o 2
110055 p 1 110055 p 1
110055 g 1 110055 q 1
110055 j 1 110055 r 1
110055 f 1 110055 s 1
110058 e 4 110058 a 1
110058 e 3 110058 a 2
110058 e 2 110058 a 3
110058 e 1 110058 a 4
110058 c 2 110058 b 1
110058 c 1 110058 b 2
110058 d 1 110058 c 1
110058 a 2 110058 d 1
110058 a 1 110058 d 2
110058 b 2 110058 e 1
110058 b 1 110058 e 2
110058 f 2 110058 f 1
110058 f 1 110058 f 2
110058 g 1 110058 g 1
110058 g 2 110058 g 2
110058 l 1 110058 h 1
110058 j 2 110058 i 1
110058 j 1 110058 i 2
110058 m 4 110058 j 1
110058 m 3 110058 j 2
110058 m 2 110058 j 3
110058 m 1 110058 j 4
110058 h 1 110058 k 1
110058 i 2 110058 l 1
110058 i 1 110058 l 2
110058 k 1 110058 m 1
