scalar,rank_observed_abs_spearman,rank_null_mean_abs_spearman,rank_null_95pct,rank_label_permutation_p
pc1,0.05937255413384793,0.025442519850652805,0.06096922899645903,0.07920792079207921
pc2,,,,0.009900990099009901
pc3,,,,0.009900990099009901
graph_eccentricity,0.005356922199535013,0.030294868625383317,0.0640377574975806,0.900990099009901
diffusion1,0.05973663106424977,0.02577169933476295,0.0614106696442807,0.06930693069306931
